Servicio Meteorológico Nacional
Red: OCAVM
Estación: TEPEATLOXTOC
Estado: México
Municipio: Tepetlaoxtoc
Latitud (N): 19.56919722
Longitud (O): -98.824975
Altitud: 2320

Fecha Local,Fecha UTC,Precipitación (mm),Temperatura del Aire (°C),Rapidez de viento (km/h),Dirección del Viento (grados),Rapidez de ráfaga (km/h),Dirección de ráfaga (grados),Humedad relativa (%),Radiación Solar (W/m²),Presión Atmosférica (hpa),
2022-12-05 09:40:00,2022-12-05 15:40:00,0,9.7,2.3,182.0,5,202.0,57,148,,
2022-12-05 09:30:00,2022-12-05 15:30:00,0,9.4,3.2,134.0,7.6,149.0,57,50,,
2022-12-05 09:20:00,2022-12-05 15:20:00,0,9.2,3.6,177.0,7.2,186.0,57,54,,
2022-12-05 09:10:00,2022-12-05 15:10:00,0,8.5,3.3,205.0,6.5,235.0,59,236,,
2022-12-05 09:00:00,2022-12-05 15:00:00,0,8,2.9,212.0,5.8,219.0,57,267,,
2022-12-04 18:50:00,2022-12-05 00:50:00,0,7.5,3.3,220.0,5.8,243.0,59,132,,
2022-12-04 18:40:00,2022-12-05 00:40:00,0,6.6,1.7,188.0,3.2,219.0,63,140,,
2022-12-04 18:30:00,2022-12-05 00:30:00,0,5.7,1.5,246.0,3.2,261.0,66,89,,
2022-12-04 18:20:00,2022-12-05 00:20:00,0,5.4,1.6,290.0,3.6,300.0,66,37,,
2022-12-04 18:10:00,2022-12-05 00:10:00,0,4.9,1.7,79.0,3.2,282.0,68,34,,
2022-12-04 18:00:00,2022-12-05 00:00:00,0,3.4,1.7,59.0,3.2,352.0,76,29,,
2022-12-04 14:50:00,2022-12-04 20:50:00,0,21.2,11.2,0.0,70,205.0,20,620,,
2022-12-04 14:30:00,2022-12-04 20:30:00,0,20.4,10.3,202.0,24.5,226.0,21,674,,
2022-12-04 14:20:00,2022-12-04 20:20:00,0,20.3,12.1,0.0,32.4,199.0,21,694,,
2022-12-04 14:10:00,2022-12-04 20:10:00,0,20.3,11.1,195.0,18.4,214.0,21,714,,
2022-12-04 14:00:00,2022-12-04 20:00:00,0,20.5,9.6,178.0,19.8,197.0,20,734,,
2022-12-04 13:50:00,2022-12-04 19:50:00,0,19.8,10.9,182.0,20.2,200.0,21,758,,
2022-12-04 13:40:00,2022-12-04 19:40:00,0,19.1,9.6,202.0,18,230.0,22,773,,
2022-12-04 13:30:00,2022-12-04 19:30:00,0,18.9,9.2,220.0,15.5,242.0,22,786,,
2022-12-04 13:20:00,2022-12-04 19:20:00,0,18.8,6.7,201.0,20.5,235.0,23,801,,
2022-12-04 13:10:00,2022-12-04 19:10:00,0,18,7.5,199.0,18,232.0,24,815,,
2022-12-04 13:00:00,2022-12-04 19:00:00,0,17.1,5.7,201.0,13,227.0,25,822,,
2022-12-04 12:50:00,2022-12-04 18:50:00,0,17,5.9,227.0,18,251.0,26,827,,
2022-12-04 12:40:00,2022-12-04 18:40:00,0,16.5,5.4,244.0,14.4,285.0,27,831,,
2022-12-04 12:30:00,2022-12-04 18:30:00,0,16.5,5.9,163.0,13,183.0,28,834,,
2022-12-04 12:20:00,2022-12-04 18:20:00,0,16.7,4,108.0,10.4,198.0,27,831,,
2022-12-04 12:10:00,2022-12-04 18:10:00,0,15.8,4,167.0,7.9,224.0,29,833,,
2022-12-04 12:00:00,2022-12-04 18:00:00,0,15.3,6.7,196.0,13.7,201.0,31,821,,
2022-12-04 11:50:00,2022-12-04 17:50:00,0,15.1,6.1,232.0,11.9,325.0,32,815,,
2022-12-04 11:40:00,2022-12-04 17:40:00,0,15,2.8,163.0,6.5,166.0,31,808,,
2022-12-04 11:30:00,2022-12-04 17:30:00,0,14.8,3.8,206.0,9.7,249.0,32,802,,
2022-12-04 11:20:00,2022-12-04 17:20:00,0,13,4.1,202.0,9.7,239.0,37,794,,
2022-12-04 11:10:00,2022-12-04 17:10:00,0,12,6.9,242.0,13,288.0,40,782,,
2022-12-04 11:00:00,2022-12-04 17:00:00,0,12,6,223.0,10.1,214.0,41,764,,
2022-12-04 10:50:00,2022-12-04 16:50:00,0,11.7,4.4,247.0,10.1,263.0,41,750,,
2022-12-04 10:40:00,2022-12-04 16:40:00,0,10.9,4.1,244.0,8.3,350.0,40,735,,
2022-12-04 10:30:00,2022-12-04 16:30:00,0,10.6,3.4,255.0,7.2,277.0,43,721,,
2022-12-04 10:20:00,2022-12-04 16:20:00,0,10.7,3.7,190.0,10.1,242.0,44,698,,
2022-12-04 10:10:00,2022-12-04 16:10:00,0,10.5,4.7,193.0,8.6,232.0,45,678,,
2022-12-04 10:00:00,2022-12-04 16:00:00,0,9.1,5,196.0,10.8,221.0,55,606,,
2022-12-03 18:50:00,2022-12-04 00:50:00,0,5.6,3.5,205.0,6.1,239.0,69,149,,
2022-12-03 18:40:00,2022-12-04 00:40:00,0,5.2,3.8,224.0,7.9,249.0,71,148,,
2022-12-03 18:30:00,2022-12-04 00:30:00,0,4.7,2.7,215.0,5.8,289.0,71,83,,
2022-12-03 18:20:00,2022-12-04 00:20:00,0,3.9,1.6,213.0,3.2,359.0,73,32,,
2022-12-03 18:10:00,2022-12-04 00:10:00,0,3.3,1.4,143.0,3.2,312.0,75,27,,
2022-12-03 18:00:00,2022-12-04 00:00:00,0,3.1,0.9,301.0,1.8,289.0,76,25,,
2022-12-03 12:50:00,2022-12-03 18:50:00,0,19.7,8.1,174.0,21.2,293.0,35,754,,
2022-12-03 12:40:00,2022-12-03 18:40:00,0,19.9,5.7,196.0,12.2,160.0,35,361,,
2022-12-03 12:30:00,2022-12-03 18:30:00,0,19.3,9.3,185.0,14,223.0,38,806,,
2022-12-03 12:20:00,2022-12-03 18:20:00,0,18.4,10.4,188.0,15.8,167.0,40,674,,
2022-12-03 12:10:00,2022-12-03 18:10:00,0,17.6,8.5,0.0,35,228.0,42,589,,
2022-12-03 12:00:00,2022-12-03 18:00:00,0,17.3,7.8,209.0,12.2,222.0,44,586,,
2022-12-03 11:50:00,2022-12-03 17:50:00,0,16.2,6.6,205.0,12.2,233.0,49,729,,
2022-12-03 11:40:00,2022-12-03 17:40:00,0,15.2,6,187.0,12.6,256.0,59,663,,
2022-12-03 11:30:00,2022-12-03 17:30:00,0,14.7,4.3,199.0,9.4,229.0,62,395,,
2022-12-03 11:20:00,2022-12-03 17:20:00,0,14.5,4.5,0.0,15.6,,63,488,,
2022-12-02 14:50:00,2022-12-02 20:50:00,0,21,8.7,206.0,16.2,243.0,28,533,,
2022-12-02 14:40:00,2022-12-02 20:40:00,0,20.7,7.3,218.0,17.6,246.0,31,526,,
2022-12-02 14:30:00,2022-12-02 20:30:00,0,21.1,9.3,215.0,16.9,237.0,30,585,,
2022-12-02 14:20:00,2022-12-02 20:20:00,0,20.8,7,169.0,14.4,161.0,29,612,,
2022-12-02 14:10:00,2022-12-02 20:10:00,0,21.3,7,204.0,16.2,231.0,28,634,,
2022-12-02 14:00:00,2022-12-02 20:00:00,0,20.9,7.2,195.0,14.4,299.0,29,672,,
2022-12-02 13:50:00,2022-12-02 19:50:00,0,21,6.7,214.0,14,204.0,29,691,,
2022-12-02 13:40:00,2022-12-02 19:40:00,0,20.4,7.5,188.0,14,227.0,30,710,,
2022-12-02 13:30:00,2022-12-02 19:30:00,0,19.8,7.3,197.0,16.6,250.0,31,724,,
2022-12-02 13:20:00,2022-12-02 19:20:00,0,19.4,5,189.0,12.6,240.0,32,738,,
2022-12-02 13:10:00,2022-12-02 19:10:00,0,19.4,7.5,199.0,15.8,229.0,33,757,,
2022-12-02 13:00:00,2022-12-02 19:00:00,0,18.9,6.8,201.0,13.3,227.0,34,777,,
2022-12-02 12:50:00,2022-12-02 18:50:00,0,18.4,7.2,162.0,14.8,128.0,36,786,,
2022-12-02 12:40:00,2022-12-02 18:40:00,0,18.1,6.8,191.0,13.3,266.0,38,800,,
2022-12-02 12:30:00,2022-12-02 18:30:00,0,18.2,6.2,228.0,13.7,278.0,39,793,,
2022-12-02 12:20:00,2022-12-02 18:20:00,0,17.8,4.3,223.0,10.8,285.0,41,805,,
2022-12-02 12:10:00,2022-12-02 18:10:00,0,17.6,7.2,191.0,11.5,197.0,41,801,,
2022-12-02 12:00:00,2022-12-02 18:00:00,0,17.4,6.9,175.0,12.6,197.0,43,800,,
2022-12-02 11:50:00,2022-12-02 17:50:00,0,16.9,4,198.0,8.3,217.0,45,788,,
2022-12-02 11:40:00,2022-12-02 17:40:00,0,15.8,4.3,258.0,9.4,312.0,48,774,,
2022-12-02 11:30:00,2022-12-02 17:30:00,0,16,2.9,224.0,7.6,253.0,49,773,,
2022-12-02 11:20:00,2022-12-02 17:20:00,0,15,2.7,207.0,7.9,229.0,61,758,,
2022-12-02 11:10:00,2022-12-02 17:10:00,0,13.8,4,248.0,9.7,338.0,66,743,,
2022-12-02 11:00:00,2022-12-02 17:00:00,0,14.1,4,217.0,9.7,260.0,64,730,,
2022-12-02 10:50:00,2022-12-02 16:50:00,0,13.2,3.3,213.0,9.7,303.0,68,714,,
2022-12-02 10:40:00,2022-12-02 16:40:00,0,13,4,199.0,8.6,229.0,68,695,,
2022-12-02 10:30:00,2022-12-02 16:30:00,0,12.7,3.9,183.0,9.4,192.0,70,676,,
2022-12-02 10:20:00,2022-12-02 16:20:00,0,11.3,5.5,193.0,10.4,198.0,76,647,,
2022-12-02 10:10:00,2022-12-02 16:10:00,0,11.1,6.6,203.0,13.7,229.0,76,622,,
2022-12-02 10:00:00,2022-12-02 16:00:00,0,11.1,6.1,186.0,10.1,223.0,76,568,,
2022-12-02 09:50:00,2022-12-02 15:50:00,0,10.2,5.7,192.0,10.4,223.0,81,573,,
2022-12-02 09:40:00,2022-12-02 15:40:00,0,9.2,5.2,222.0,10.1,235.0,83,187,,
2022-12-02 09:30:00,2022-12-02 15:30:00,0,8.8,2.7,227.0,8.6,300.0,82,65,,
2022-12-02 09:20:00,2022-12-02 15:20:00,0,8.2,3.2,204.0,6.8,226.0,83,67,,
2022-12-02 09:10:00,2022-12-02 15:10:00,0,7.9,2.6,219.0,5.4,306.0,83,200,,
2022-12-02 09:00:00,2022-12-02 15:00:00,0,7.3,3.1,198.0,5.4,210.0,85,177,,
2022-11-30 10:10:00,2022-11-30 16:10:00,0,16.2,15,325.0,24.5,356.0,31,688,,
2022-11-30 10:00:00,2022-11-30 16:00:00,0,15.8,17.8,0.0,172.6,322.0,32,612,,
2022-11-30 09:50:00,2022-11-30 15:50:00,0,14.4,8.9,280.0,20.5,317.0,41,615,,
2022-11-30 09:40:00,2022-11-30 15:40:00,0,13.1,6.1,227.0,11.9,248.0,49,254,,
2022-11-30 09:30:00,2022-11-30 15:30:00,0,12.2,4.4,222.0,7.6,248.0,58,45,,
2022-11-30 09:20:00,2022-11-30 15:20:00,0,11.7,2.4,0.0,5.4,192.0,63,47,,
2022-11-29 14:50:00,2022-11-29 20:50:00,0,20.7,6.1,231.0,14.8,255.0,33,479,,
2022-11-29 14:40:00,2022-11-29 20:40:00,0,21,3.6,200.0,7.9,216.0,33,503,,
2022-11-29 14:30:00,2022-11-29 20:30:00,0,20.3,6.8,201.0,16.6,241.0,34,396,,
2022-11-29 14:20:00,2022-11-29 20:20:00,0,20,4.1,64.0,11.9,349.0,34,424,,
2022-11-29 14:10:00,2022-11-29 20:10:00,0,20.5,7.4,244.0,13.3,235.0,33,697,529.6,
2022-11-29 14:00:00,2022-11-29 20:00:00,0,20.4,7.2,210.0,16.2,242.0,33,445,527.6,
2022-11-29 13:50:00,2022-11-29 19:50:00,0,20.3,5,148.0,11.5,164.0,33,651,509.1,
2022-11-29 13:40:00,2022-11-29 19:40:00,0,19.2,4.3,84.0,8.6,103.0,36,598,,
2022-11-29 13:30:00,2022-11-29 19:30:00,0,20.2,5.2,146.0,10.4,196.0,34,570,,
2022-11-29 13:20:00,2022-11-29 19:20:00,0,19.7,4.3,182.0,9.4,195.0,35,661,,
2022-11-29 13:10:00,2022-11-29 19:10:00,0,19,5.6,183.0,10.8,217.0,38,532,,
2022-11-29 13:00:00,2022-11-29 19:00:00,0,18.2,4.8,201.0,12.2,285.0,40,447,,
2022-11-29 12:50:00,2022-11-29 18:50:00,0,18,6.1,0.0,93.3,,40,330,,
2022-11-29 10:50:00,2022-11-29 16:50:00,0,16,7.3,0.0,31.1,164.0,49,614,,
2022-11-29 10:00:00,2022-11-29 16:00:00,0,13.2,6.1,0.0,235.1,224.0,70,563,,
2022-11-29 09:50:00,2022-11-29 15:50:00,0,12.5,3.8,214.0,6.5,231.0,71,555,,
2022-11-29 09:40:00,2022-11-29 15:40:00,0,11.7,4,188.0,7.2,175.0,77,311,,
2022-11-29 09:30:00,2022-11-29 15:30:00,0,11,3.4,196.0,6.1,222.0,80,166,,
2022-11-29 09:20:00,2022-11-29 15:20:00,0,10.5,3.5,211.0,5.4,216.0,82,134,,
2022-11-29 09:10:00,2022-11-29 15:10:00,0,10.4,3.5,207.0,5.4,239.0,83,149,,
2022-11-29 09:00:00,2022-11-29 15:00:00,0,9.9,2.9,237.0,5.8,248.0,85,182,,
2022-11-28 12:50:00,2022-11-28 18:50:00,0,19.9,3.9,139.0,11.2,257.0,32,880,,
2022-11-28 12:40:00,2022-11-28 18:40:00,0,19.4,6.7,140.0,12.2,214.0,34,649,,
2022-11-28 12:30:00,2022-11-28 18:30:00,0,18.8,2.2,319.0,6.1,358.0,36,258,,
2022-11-28 12:20:00,2022-11-28 18:20:00,0,18.1,6.4,328.0,15.5,343.0,37,368,,
2022-11-28 12:10:00,2022-11-28 18:10:00,0,18,7.3,339.0,15.1,343.0,38,309,,
2022-11-28 12:00:00,2022-11-28 18:00:00,0,18.6,5.2,320.0,13,304.0,38,368,,
2022-11-28 10:50:00,2022-11-28 16:50:00,0,17.9,5.6,188.0,13.7,222.0,42,715,,
2022-11-28 10:40:00,2022-11-28 16:40:00,0,16.7,6.3,234.0,18,241.0,45,724,,
2022-11-28 10:30:00,2022-11-28 16:30:00,0,16.9,9.1,225.0,19.4,240.0,44,669,,
2022-11-28 10:20:00,2022-11-28 16:20:00,0,16.4,5,229.0,11.2,249.0,45,651,,
2022-11-28 10:10:00,2022-11-28 16:10:00,0,16.1,5.2,219.0,9.4,236.0,46,619,,
2022-11-28 10:00:00,2022-11-28 16:00:00,0,15.6,5.1,215.0,10.1,236.0,49,544,,
2022-11-28 09:50:00,2022-11-28 15:50:00,0,14.8,4.5,200.0,10.1,237.0,58,543,,
2022-11-28 09:40:00,2022-11-28 15:40:00,0,13.8,4.6,0.0,10.4,199.0,62,277,,
2022-11-28 09:30:00,2022-11-28 15:30:00,0,13.2,4,200.0,7.6,235.0,64,107,,
2022-11-28 09:20:00,2022-11-28 15:20:00,0,12.7,3.5,206.0,8.3,225.0,66,107,,
2022-11-28 09:10:00,2022-11-28 15:10:00,0,12,3.3,208.0,5,227.0,69,197,,
2022-11-28 09:00:00,2022-11-28 15:00:00,0,11.6,2.9,236.0,5.4,249.0,70,135,,
2022-11-27 14:50:00,2022-11-27 20:50:00,0,21.4,7.5,252.0,16.2,298.0,26,344,,
2022-11-27 14:40:00,2022-11-27 20:40:00,0,21.9,9,242.0,18.4,281.0,26,352,,
2022-11-27 14:30:00,2022-11-27 20:30:00,0,22.8,7,248.0,18.4,221.0,25,562,,
2022-11-27 14:20:00,2022-11-27 20:20:00,0,23.4,7.9,190.0,15.1,198.0,25,748,,
2022-11-27 14:10:00,2022-11-27 20:10:00,0,22.8,6.7,136.0,15.8,159.0,26,760,,
2022-11-27 14:00:00,2022-11-27 20:00:00,0,22.2,8.4,209.0,18,234.0,27,749,,
2022-11-27 13:50:00,2022-11-27 19:50:00,0,21.9,10.8,215.0,20.2,239.0,27,754,,
2022-11-27 13:40:00,2022-11-27 19:40:00,0,21.9,8.6,192.0,22,240.0,28,748,,
2022-11-27 13:30:00,2022-11-27 19:30:00,0,22.4,7.2,183.0,16.6,203.0,28,771,,
2022-11-27 13:20:00,2022-11-27 19:20:00,0,21.4,7.2,201.0,15.8,254.0,30,788,,
2022-11-27 13:10:00,2022-11-27 19:10:00,0,20.8,6.8,262.0,15.8,252.0,32,770,,
2022-11-27 13:00:00,2022-11-27 19:00:00,0,20.9,7.5,232.0,14.4,332.0,32,775,,
2022-11-27 12:50:00,2022-11-27 18:50:00,0,21.2,7.1,210.0,13,227.0,32,788,,
2022-11-27 12:40:00,2022-11-27 18:40:00,0,20.7,8.3,218.0,13.7,263.0,33,802,549.5,
2022-11-27 12:30:00,2022-11-27 18:30:00,0,20.5,6.6,234.0,16.9,248.0,33,788,522.7,
2022-11-27 12:20:00,2022-11-27 18:20:00,0,20.9,5.5,208.0,14.4,265.0,32,774,593.1,
2022-11-27 12:10:00,2022-11-27 18:10:00,0,20.2,7.8,188.0,13.7,234.0,34,789,,
2022-11-27 12:00:00,2022-11-27 18:00:00,0,19.7,8.1,232.0,16.9,285.0,35,788,,
2022-11-27 11:50:00,2022-11-27 17:50:00,0,19.6,3.9,176.0,11.2,240.0,35,759,,
2022-11-27 11:40:00,2022-11-27 17:40:00,0,19.2,4.2,251.0,10.4,305.0,36,707,,
2022-11-27 11:30:00,2022-11-27 17:30:00,0,19,5,229.0,12.6,270.0,37,778,,
2022-11-27 11:20:00,2022-11-27 17:20:00,0,18.8,5.9,216.0,14.4,339.0,37,750,,
2022-11-27 11:10:00,2022-11-27 17:10:00,0,18.1,3.8,158.0,9,220.0,39,751,,
2022-11-27 11:00:00,2022-11-27 17:00:00,0,17.9,6.9,183.0,13,238.0,41,740,,
2022-11-27 10:50:00,2022-11-27 16:50:00,0,17.5,5.3,178.0,10.4,215.0,42,733,,
2022-11-27 10:40:00,2022-11-27 16:40:00,0,17.2,5.4,208.0,11.2,228.0,43,781,,
2022-11-27 10:30:00,2022-11-27 16:30:00,0,16.6,5.9,185.0,10.8,183.0,45,731,,
2022-11-27 10:20:00,2022-11-27 16:20:00,0,16,4.7,223.0,10.1,254.0,46,707,,
2022-11-27 10:10:00,2022-11-27 16:10:00,0,15.5,5.1,213.0,10.8,244.0,46,677,,
2022-11-27 10:00:00,2022-11-27 16:00:00,0,15.5,5.7,193.0,14.4,241.0,47,604,,
2022-11-27 09:50:00,2022-11-27 15:50:00,0,14.3,3.1,200.0,6.8,253.0,57,617,,
2022-11-27 09:40:00,2022-11-27 15:40:00,0,12.9,3.4,253.0,6.8,290.0,66,224,,
2022-11-27 09:30:00,2022-11-27 15:30:00,0,12.7,3.4,244.0,7.2,287.0,63,72,,
2022-11-27 09:20:00,2022-11-27 15:20:00,0,12.4,3.2,244.0,6.5,267.0,61,73,,
2022-11-27 09:10:00,2022-11-27 15:10:00,0,12.4,2.8,213.0,5.4,220.0,60,195,,
2022-11-27 09:00:00,2022-11-27 15:00:00,0,12.1,2.2,205.0,4,215.0,62,143,,
2022-11-26 12:50:00,2022-11-26 18:50:00,0,21.9,13.3,197.0,23,226.0,22,692,,
2022-11-26 12:40:00,2022-11-26 18:40:00,0,22,10.6,178.0,23.8,218.0,22,792,,
2022-11-26 12:30:00,2022-11-26 18:30:00,0,21.8,10.3,182.0,19.4,230.0,23,811,,
2022-11-26 12:20:00,2022-11-26 18:20:00,0,22.2,9.4,166.0,23.4,192.0,21,843,,
2022-11-26 12:10:00,2022-11-26 18:10:00,0,21.7,10.7,166.0,23.8,208.0,21,841,,
2022-11-26 12:00:00,2022-11-26 18:00:00,0,21.7,9.5,178.0,19.8,202.0,22,843,,
2022-11-26 11:50:00,2022-11-26 17:50:00,0,21.3,11.4,183.0,21.6,214.0,23,832,,
2022-11-26 11:40:00,2022-11-26 17:40:00,0,21,11.1,194.0,20.5,206.0,24,821,,
2022-11-26 11:30:00,2022-11-26 17:30:00,0,20.7,14.2,188.0,22,220.0,24,850,,
2022-11-26 11:20:00,2022-11-26 17:20:00,0,20.4,13.6,182.0,24.1,209.0,25,823,,
2022-11-26 11:10:00,2022-11-26 17:10:00,0,19.6,9.6,186.0,19.8,202.0,30,798,,
2022-11-26 11:00:00,2022-11-26 17:00:00,0,19,8.3,194.0,20.5,158.0,34,771,,
2022-11-26 09:20:00,2022-11-26 15:20:00,0,13.5,4.4,0.0,10.1,209.0,70,46,,
2022-11-26 09:10:00,2022-11-26 15:10:00,0,13.6,4.2,164.0,7.6,168.0,70,144,,
2022-11-26 09:00:00,2022-11-26 15:00:00,0,13.2,3.7,166.0,7.6,173.0,71,154,,
2022-11-25 10:50:00,2022-11-25 16:50:00,0,17.2,6,211.0,12.2,255.0,44,718,500.5,
2022-11-25 10:40:00,2022-11-25 16:40:00,0,16.3,5.1,178.0,9.7,229.0,46,712,535.1,
2022-11-25 10:30:00,2022-11-25 16:30:00,0,15.8,4.9,209.0,10.1,268.0,48,686,523.2,
2022-11-25 10:20:00,2022-11-25 16:20:00,0,15.7,4.9,194.0,9.4,201.0,47,664,,
2022-11-25 10:10:00,2022-11-25 16:10:00,0,15.5,3.9,199.0,7.6,217.0,50,647,,
2022-11-25 10:00:00,2022-11-25 16:00:00,0,14.7,3.8,172.0,9.4,171.0,58,584,,
2022-11-25 09:50:00,2022-11-25 15:50:00,0,13.8,4,202.0,11.5,226.0,61,595,500.2,
2022-11-24 11:50:00,2022-11-24 17:50:00,0,19.1,4.1,187.0,13.7,233.0,37,671,520.1,
2022-11-24 11:40:00,2022-11-24 17:40:00,0,19.4,3.5,107.0,11.2,337.0,37,714,523.2,
2022-11-24 11:30:00,2022-11-24 17:30:00,0,18.3,3.4,212.0,9.4,131.0,40,743,520.5,
2022-11-24 11:20:00,2022-11-24 17:20:00,0,18.3,5.5,181.0,11.5,226.0,42,725,512,
2022-11-24 11:10:00,2022-11-24 17:10:00,0,17.6,4.8,206.0,12.6,237.0,44,720,507.9,
2022-11-24 11:00:00,2022-11-24 17:00:00,0,16.6,4.4,225.0,10.4,328.0,47,698,511,
2022-11-24 10:50:00,2022-11-24 16:50:00,0,16.1,4.8,255.0,9.4,264.0,53,688,518.8,
2022-11-24 10:40:00,2022-11-24 16:40:00,0,15.4,4.2,264.0,9.4,280.0,56,661,509.9,
2022-11-24 10:30:00,2022-11-24 16:30:00,0,14.8,4.6,257.0,10.1,279.0,56,651,580.5,
2022-11-24 10:20:00,2022-11-24 16:20:00,0,14.5,3.7,242.0,6.5,306.0,57,618,602,
2022-11-24 10:10:00,2022-11-24 16:10:00,0,14,2,0.0,7.8,278.0,60,514,668.5,
2022-11-24 10:00:00,2022-11-24 16:00:00,0,13.1,2.4,241.0,5,250.0,64,491,657.8,
2022-11-24 09:50:00,2022-11-24 15:50:00,0,12.6,2,203.0,4,209.0,66,245,650.6,
2022-11-24 09:40:00,2022-11-24 15:40:00,0,12.2,2,198.0,4.7,199.0,67,153,654.5,
2022-11-24 09:30:00,2022-11-24 15:30:00,0,11.9,2.1,190.0,4,205.0,68,113,644.5,
2022-11-24 09:20:00,2022-11-24 15:20:00,0,11.6,2.1,197.0,4,229.0,68,97,629.1,
2022-11-24 09:10:00,2022-11-24 15:10:00,0,11.6,2.3,219.0,4.7,235.0,67,100,621.3,
2022-11-24 09:00:00,2022-11-24 15:00:00,0,11.6,2.1,242.0,4.7,255.0,66,99,619.6,
2022-11-23 14:50:00,2022-11-23 20:50:00,0,20.9,8,282.0,20.9,279.0,30,579,582.4,
2022-11-23 14:40:00,2022-11-23 20:40:00,0,21.9,5.3,222.0,14.8,349.0,31,589,585.7,
2022-11-23 14:30:00,2022-11-23 20:30:00,0,21.4,5.9,180.0,11.5,185.0,32,607,592.9,
2022-11-23 14:20:00,2022-11-23 20:20:00,0,21,8.9,175.0,16.6,206.0,34,620,638.2,
2022-11-23 14:10:00,2022-11-23 20:10:00,0,20.9,8,164.0,18,188.0,34,628,704,
2022-11-23 14:00:00,2022-11-23 20:00:00,0,20.6,8.4,176.0,18.4,172.0,37,630,715.2,
2022-11-23 13:50:00,2022-11-23 19:50:00,0,20.2,6.9,183.0,13,171.0,39,661,712.5,
2022-11-23 13:40:00,2022-11-23 19:40:00,0,19.8,7.7,189.0,15.5,199.0,40,662,704,
2022-11-23 13:30:00,2022-11-23 19:30:00,0,19.4,7.8,167.0,16.9,211.0,41,500,702,
2022-11-23 13:20:00,2022-11-23 19:20:00,0,19.3,7.1,168.0,13.3,229.0,42,612,705.6,
2022-11-23 13:10:00,2022-11-23 19:10:00,0,19.6,4.8,181.0,12.6,166.0,42,717,704.7,
2022-11-23 13:00:00,2022-11-23 19:00:00,0,18.9,7.4,175.0,15.1,210.0,44,620,699.5,
2022-11-23 12:50:00,2022-11-23 18:50:00,0,18.4,6.2,180.0,13,202.0,45,529,691.8,
2022-11-23 12:40:00,2022-11-23 18:40:00,0,18.2,8.4,0.0,107.3,170.0,46,474,686,
2022-11-23 12:30:00,2022-11-23 18:30:00,0,17.2,8.7,162.0,14.4,174.0,49,511,678.1,
2022-11-23 12:20:00,2022-11-23 18:20:00,0,17.9,7,164.0,13.7,199.0,47,349,668.3,
2022-11-23 12:10:00,2022-11-23 18:10:00,0,18.4,5.1,179.0,11.2,207.0,46,720,642.1,
2022-11-23 12:00:00,2022-11-23 18:00:00,0,17.9,5.7,214.0,14.8,300.0,48,747,691.9,
2022-11-23 11:50:00,2022-11-23 17:50:00,0,17.6,5.3,217.0,11.9,258.0,49,738,717.6,
2022-11-23 11:40:00,2022-11-23 17:40:00,0,17.4,4.3,168.0,10.4,162.0,50,738,694.5,
2022-11-23 11:30:00,2022-11-23 17:30:00,0,16.8,4.9,178.0,11.2,192.0,60,727,676.6,
2022-11-23 11:20:00,2022-11-23 17:20:00,0,16.3,5.5,211.0,10.8,222.0,63,738,673.6,
2022-11-23 11:10:00,2022-11-23 17:10:00,0,16.2,4.7,170.0,11.2,197.0,63,706,668,
2022-11-23 11:00:00,2022-11-23 17:00:00,0,15,6.8,0.0,38.9,268.0,69,703,632.8,
2022-11-22 12:00:00,2022-11-22 18:00:00,0,16.6,7.2,246.0,14.8,279.0,51,408,651.5,
2022-11-22 11:50:00,2022-11-22 17:50:00,0,17.8,6.5,242.0,15.5,276.0,47,802,663.2,
2022-11-22 11:40:00,2022-11-22 17:40:00,0,16.9,6.5,194.0,15.5,228.0,53,790,659.7,
2022-11-22 11:30:00,2022-11-22 17:30:00,0,16.3,4.2,222.0,10.1,270.0,54,791,671.6,
2022-11-22 11:20:00,2022-11-22 17:20:00,0,15.6,5.3,240.0,11.2,236.0,57,780,647.2,
2022-11-22 11:10:00,2022-11-22 17:10:00,0,15.3,8.5,237.0,14.8,252.0,67,741,,
2022-11-22 11:00:00,2022-11-22 17:00:00,0,15.7,5.4,233.0,17.6,271.0,65,747,,
2022-11-22 10:50:00,2022-11-22 16:50:00,0,14.1,5.2,256.0,14,255.0,70,553,,
2022-11-22 10:40:00,2022-11-22 16:40:00,0,14,4.9,0.0,23.3,242.0,71,640,,
2022-11-22 10:00:00,2022-11-22 16:00:00,0,13.2,5.1,206.0,13,256.0,74,562,,
2022-11-22 09:50:00,2022-11-22 15:50:00,0,12.5,4,0.0,60.6,,77,520,,
2022-11-21 13:50:00,2022-11-21 19:50:00,0,19.8,5.8,123.0,13.3,159.0,36,681,,
2022-11-21 13:40:00,2022-11-21 19:40:00,0,20.3,5.3,168.0,11.9,194.0,35,596,,
2022-11-21 13:30:00,2022-11-21 19:30:00,0,19.7,4.6,215.0,10.8,224.0,37,768,,
2022-11-21 13:20:00,2022-11-21 19:20:00,0,19.6,5.8,191.0,11.2,225.0,38,780,,
2022-11-21 13:10:00,2022-11-21 19:10:00,0,18.4,5.1,134.0,10.1,174.0,41,789,,
2022-11-21 13:00:00,2022-11-21 19:00:00,0,18.3,6.8,210.0,11.9,232.0,42,787,,
2022-11-21 12:50:00,2022-11-21 18:50:00,0,18.1,8.8,190.0,18,207.0,43,801,,
